contact_id,variant,open_rate,click_rate,conversion_rate,unsubscribe_rate,spam_complaint_rate,day_of_week,assignment_date,industry,company_size,region,engagement_tier
C00042751-b024a1,treatment,0,0,0,0,0,3,2025-10-02,Healthcare,Mid-Market,North America,Low
C00042752-2f0c7a,treatment,0,0,0,0,0,1,2025-09-23,Retail,SMB,APAC,Medium
C00042753-9dcd68,treatment,0,0,0,0,0,6,2025-10-12,Finance,Mid-Market,North America,Medium
C00042754-279c43,treatment,0,0,0,0,0,3,2025-09-18,Retail,SMB,EMEA,High
C00042755-d9cb5a,treatment,0,0,0,0,0,3,2025-09-18,Technology,Enterprise,APAC,High
C00042756-b4439b,treatment,1,0,0,0,0,0,2025-09-22,Healthcare,Enterprise,North America,Low
C00042757-cc1226,treatment,1,0,0,0,0,3,2025-10-02,Healthcare,Mid-Market,APAC,High
C00042758-87fc24,treatment,0,0,0,0,0,1,2025-09-23,Manufacturing,SMB,APAC,Low
C00042759-286626,treatment,0,0,0,0,0,1,2025-10-07,Healthcare,Mid-Market,North America,Low
C00042760-7db32a,treatment,0,0,0,1,0,4,2025-10-10,Finance,Mid-Market,APAC,Low
C00042761-513e5a,treatment,0,0,0,0,0,4,2025-10-03,Healthcare,Enterprise,North America,Medium
C00042762-2233c3,treatment,0,0,0,0,0,6,2025-10-05,Retail,SMB,EMEA,Low
C00042763-93653c,treatment,0,0,0,0,0,2,2025-09-24,Technology,Mid-Market,North America,Low
C00042764-32cf48,treatment,0,0,0,0,0,5,2025-09-20,Technology,SMB,North America,Medium
C00042765-5e0eaf,treatment,0,0,0,0,0,1,2025-10-07,Retail,Enterprise,North America,Low
C00042766-34ac81,treatment,0,0,0,0,0,2,2025-10-08,Healthcare,Mid-Market,North America,Medium
C00042767-bd7223,treatment,0,0,0,0,0,2,2025-09-24,Technology,SMB,North America,High
C00042768-e2e3be,treatment,0,0,0,0,0,5,2025-09-20,Retail,Mid-Market,North America,Low
C00042769-467259,treatment,0,0,0,0,0,5,2025-09-27,Retail,Mid-Market,North America,Low
C00042770-a00f9f,treatment,0,0,0,0,0,3,2025-09-18,Manufacturing,SMB,North America,Medium
C00042771-84ea01,treatment,0,0,0,0,0,3,2025-10-09,Technology,SMB,North America,Medium
C00042772-9063ef,treatment,0,0,0,0,0,3,2025-09-18,Technology,Enterprise,EMEA,High
C00042773-1ea2a3,treatment,0,0,0,0,0,5,2025-10-11,Retail,Enterprise,North America,Low
C00042774-eb3ca6,treatment,0,0,0,0,0,4,2025-10-03,Retail,SMB,North America,Low
C00042775-7d4f40,treatment,0,0,0,0,0,1,2025-10-07,Healthcare,Enterprise,APAC,Low
C00042776-c7b0b2,treatment,0,1,0,0,0,2,2025-10-01,Retail,SMB,EMEA,Medium
C00042777-838cb3,treatment,0,1,0,0,0,0,2025-10-06,Technology,SMB,North America,Medium
C00042778-8fc9e3,treatment,1,0,0,0,0,1,2025-09-16,Technology,SMB,EMEA,Low
C00042779-7c41b9,treatment,0,0,0,0,0,1,2025-10-07,Manufacturing,SMB,North America,Low
C00042780-9f2c72,treatment,1,0,0,0,0,3,2025-09-18,Healthcare,SMB,North America,Medium
C00042781-65783b,treatment,0,0,0,0,0,3,2025-09-18,Technology,SMB,EMEA,Medium
C00042782-5841d3,treatment,0,0,0,0,0,4,2025-10-10,Retail,SMB,North America,High
C00042783-f8b833,treatment,0,0,0,0,0,4,2025-09-19,Healthcare,Mid-Market,LATAM,Medium
C00042784-cdcf9e,treatment,1,0,0,0,0,5,2025-09-27,Retail,Enterprise,EMEA,Medium
C00042785-d562e9,treatment,0,0,0,0,0,2,2025-09-24,Technology,Mid-Market,North America,Low
C00042786-f22543,treatment,0,0,0,0,0,0,2025-10-13,Healthcare,SMB,North America,High
C00042787-45622a,treatment,1,0,0,0,0,4,2025-10-03,Retail,Mid-Market,EMEA,Medium
C00042788-4200cc,treatment,0,0,0,0,0,0,2025-10-13,Finance,Enterprise,North America,Medium
C00042789-9c8345,treatment,0,1,0,0,0,1,2025-09-16,Technology,SMB,North America,Low
C00042790-dc2500,treatment,0,0,0,0,0,2,2025-09-24,Manufacturing,Enterprise,North America,High
C00042791-e1cbe8,treatment,0,0,0,0,0,2,2025-10-01,Finance,SMB,LATAM,Medium
C00042792-656580,treatment,0,0,0,0,0,0,2025-10-13,Technology,Mid-Market,EMEA,Medium
C00042793-b70533,treatment,1,0,0,0,0,1,2025-09-30,Healthcare,Enterprise,North America,High
C00042794-80a99b,treatment,1,0,0,0,0,4,2025-09-26,Manufacturing,Enterprise,APAC,High
C00042795-3dc6b0,treatment,1,0,0,0,0,3,2025-10-09,Healthcare,Mid-Market,North America,Medium
C00042796-6236c0,treatment,1,0,0,0,0,1,2025-10-14,Technology,Mid-Market,North America,Low
C00042797-36f005,treatment,0,0,0,0,0,1,2025-09-16,Technology,Mid-Market,North America,High
C00042798-2a2623,treatment,1,0,0,0,0,3,2025-10-02,Retail,Mid-Market,APAC,High
C00042799-d7659f,treatment,0,0,0,0,0,3,2025-10-09,Healthcare,SMB,LATAM,Medium
C00042800-e60520,treatment,1,0,0,0,0,1,2025-10-07,Healthcare,Enterprise,North America,Low
C00042801-ba62d6,treatment,0,0,0,0,0,4,2025-10-10,Technology,SMB,North America,Low
C00042802-fac0d3,treatment,0,0,0,0,0,4,2025-09-19,Technology,SMB,EMEA,High
C00042803-66a13b,treatment,0,0,0,0,0,0,2025-09-15,Finance,Mid-Market,North America,High
C00042804-67bddb,treatment,0,0,0,0,0,6,2025-09-21,Technology,SMB,North America,Medium
C00042805-fed190,treatment,1,0,0,0,0,1,2025-10-14,Retail,SMB,EMEA,Low
C00042806-846c8d,treatment,0,0,0,0,0,4,2025-10-10,Healthcare,Enterprise,LATAM,Medium
C00042807-19288e,treatment,0,0,0,0,0,1,2025-09-30,Technology,Enterprise,APAC,Medium
C00042808-34ad5c,treatment,0,0,0,0,0,0,2025-09-15,Finance,Mid-Market,North America,Medium
C00042809-ac0075,treatment,0,0,0,0,0,4,2025-10-10,Technology,Mid-Market,North America,Low
C00042810-c0038f,treatment,1,0,0,0,0,4,2025-10-10,Finance,SMB,North America,Medium
C00042811-64981d,treatment,0,0,0,0,0,5,2025-09-20,Technology,SMB,APAC,Medium
C00042812-f5a42d,treatment,1,0,0,0,0,6,2025-10-12,Finance,SMB,North America,Low
C00042813-93b661,treatment,0,0,0,0,0,0,2025-10-13,Technology,Mid-Market,North America,Medium
C00042814-89588a,treatment,0,0,0,0,1,2,2025-10-01,Finance,Enterprise,North America,Medium
C00042815-cae915,treatment,1,0,0,0,0,6,2025-10-12,Technology,Mid-Market,EMEA,Medium
C00042816-8e93b5,treatment,0,0,0,0,0,5,2025-09-20,Technology,SMB,EMEA,High
C00042817-6e31e5,treatment,0,0,0,0,0,4,2025-10-10,Retail,Mid-Market,APAC,Medium
C00042818-9ef51f,treatment,0,0,0,0,0,4,2025-10-10,Manufacturing,SMB,North America,Medium
C00042819-1dfdd0,treatment,0,0,0,0,0,6,2025-09-21,Finance,SMB,EMEA,Low
C00042820-3bdd1b,treatment,0,1,0,0,0,0,2025-09-15,Manufacturing,SMB,APAC,Medium
C00042821-35d626,treatment,1,0,0,0,0,3,2025-09-25,Retail,SMB,APAC,High
C00042822-ef0f1c,treatment,0,0,0,0,0,4,2025-10-03,Retail,SMB,EMEA,Medium
C00042823-1060cc,treatment,0,0,0,0,0,3,2025-10-09,Technology,Mid-Market,North America,Medium
C00042824-2ead14,treatment,0,1,0,0,0,4,2025-10-03,Retail,Enterprise,North America,Medium
C00042825-9179a0,treatment,0,0,0,0,0,2,2025-09-17,Finance,SMB,North America,Low
C00042826-4e9495,treatment,1,0,0,0,0,1,2025-10-07,Manufacturing,SMB,EMEA,Low
C00042827-50de26,treatment,0,0,0,0,0,5,2025-09-27,Retail,Mid-Market,EMEA,Low
C00042828-741759,treatment,0,0,0,0,0,3,2025-09-25,Healthcare,SMB,EMEA,Medium
C00042829-ee1ecc,treatment,0,0,0,0,0,6,2025-09-21,Manufacturing,SMB,North America,Medium
C00042830-b07694,treatment,0,0,0,0,0,4,2025-09-19,Manufacturing,Enterprise,North America,High
C00042831-9fcf18,treatment,0,0,0,0,0,6,2025-10-05,Healthcare,Enterprise,EMEA,Low
C00042832-53afe2,treatment,0,0,0,0,0,5,2025-10-04,Finance,SMB,EMEA,Low
C00042833-fcae77,treatment,0,0,0,0,0,3,2025-10-02,Manufacturing,SMB,EMEA,Medium
C00042834-575a2b,treatment,1,0,0,0,0,6,2025-09-21,Finance,Enterprise,APAC,Medium
C00042835-855011,treatment,0,0,0,0,0,0,2025-09-15,Healthcare,SMB,North America,Medium
C00042836-8b6916,treatment,0,0,0,0,0,6,2025-09-21,Retail,Enterprise,EMEA,Medium
C00042837-6b316f,treatment,0,0,0,0,0,2,2025-10-08,Manufacturing,SMB,North America,Low
C00042838-94e06b,treatment,0,0,0,0,0,0,2025-09-22,Healthcare,Enterprise,North America,High
C00042839-a04967,treatment,1,0,0,0,0,0,2025-09-15,Finance,Mid-Market,North America,Medium
C00042840-a62eab,treatment,1,0,0,0,0,1,2025-09-23,Healthcare,SMB,North America,Medium
C00042841-a9729a,treatment,0,0,0,0,0,6,2025-10-05,Manufacturing,Enterprise,EMEA,High
C00042842-59f664,treatment,0,0,0,0,0,2,2025-09-24,Technology,Mid-Market,North America,Medium
C00042843-196f8e,treatment,0,0,0,0,0,6,2025-09-21,Finance,Mid-Market,EMEA,High
C00042844-cd6968,treatment,0,0,0,0,0,1,2025-09-30,Finance,Mid-Market,EMEA,Medium
C00042845-a40b5e,treatment,0,0,0,0,0,5,2025-10-11,Finance,Enterprise,APAC,Low
C00042846-a8c09c,treatment,1,0,0,0,0,5,2025-10-11,Healthcare,Mid-Market,North America,Medium
C00042847-fc3932,treatment,0,0,0,0,0,0,2025-09-29,Retail,Mid-Market,North America,Medium
C00042848-1695bf,treatment,0,0,0,0,0,5,2025-09-20,Finance,Mid-Market,EMEA,Low
C00042849-e42e64,treatment,0,0,0,0,0,3,2025-09-18,Technology,Mid-Market,North America,Medium
C00042850-bdcb84,treatment,0,0,0,0,0,1,2025-09-16,Retail,SMB,LATAM,Medium
C00042851-ab36b6,treatment,1,0,0,0,0,3,2025-09-25,Manufacturing,SMB,North America,Medium
C00042852-c05930,treatment,1,0,0,0,0,4,2025-09-19,Healthcare,SMB,APAC,Low
C00042853-e84e4b,treatment,0,0,0,0,0,0,2025-10-06,Retail,SMB,North America,Medium
C00042854-5f9e6f,treatment,0,0,0,0,0,5,2025-10-04,Technology,Mid-Market,North America,Medium
C00042855-747957,treatment,0,0,0,0,0,4,2025-10-10,Technology,Enterprise,North America,High
C00042856-a544f8,treatment,0,0,0,0,0,4,2025-09-26,Technology,Mid-Market,APAC,Low
C00042857-ce181b,treatment,0,0,0,0,0,3,2025-09-18,Technology,SMB,North America,High
C00042858-60a6f3,treatment,0,0,1,0,0,5,2025-09-20,Technology,SMB,North America,High
C00042859-c78cec,treatment,0,0,0,0,0,1,2025-10-14,Manufacturing,SMB,EMEA,Medium
C00042860-14c20b,treatment,0,0,0,0,0,6,2025-09-21,Retail,Enterprise,EMEA,Medium
C00042861-a253c0,treatment,0,0,0,0,0,6,2025-09-28,Manufacturing,SMB,APAC,Medium
C00042862-62d792,treatment,0,0,0,0,0,6,2025-09-28,Finance,Mid-Market,EMEA,Low
C00042863-2a05eb,treatment,0,0,0,0,0,4,2025-09-26,Finance,Enterprise,North America,Low
C00042864-cd3fa3,treatment,0,0,0,0,0,4,2025-09-26,Healthcare,SMB,North America,Medium
C00042865-875642,treatment,0,0,0,0,0,1,2025-10-14,Finance,Mid-Market,North America,Low
C00042866-7f9d0b,treatment,0,0,0,0,0,3,2025-09-25,Retail,SMB,EMEA,Medium
C00042867-ccb2cd,treatment,1,0,0,0,0,1,2025-09-30,Retail,Mid-Market,North America,Medium
C00042868-42e378,treatment,0,0,0,0,0,4,2025-09-19,Retail,Mid-Market,EMEA,Medium
C00042869-274dfa,treatment,0,0,0,0,0,2,2025-10-01,Technology,SMB,North America,Medium
C00042870-81619c,treatment,1,1,0,0,0,2,2025-09-17,Finance,Mid-Market,North America,High
C00042871-fe498b,treatment,0,0,0,0,0,3,2025-09-25,Finance,SMB,EMEA,High
C00042872-4a2e30,treatment,0,0,0,0,0,4,2025-10-03,Technology,SMB,North America,Medium
C00042873-72fb5d,treatment,0,0,0,0,0,6,2025-10-05,Manufacturing,SMB,North America,Medium
C00042874-434461,treatment,0,0,0,0,0,2,2025-10-08,Retail,SMB,North America,Medium
C00042875-d342f0,treatment,1,0,0,0,0,2,2025-10-01,Healthcare,Mid-Market,North America,Medium
C00042876-fa3953,treatment,0,1,0,0,0,2,2025-10-01,Retail,Mid-Market,North America,Medium
C00042877-614ed3,treatment,0,0,0,0,0,0,2025-09-15,Finance,Mid-Market,EMEA,High
C00042878-a2b962,treatment,0,0,0,0,0,2,2025-10-08,Finance,SMB,APAC,Low
C00042879-bdfb67,treatment,0,0,0,0,0,6,2025-09-28,Technology,Mid-Market,EMEA,Medium
C00042880-93b82b,treatment,1,0,0,0,0,4,2025-09-19,Healthcare,SMB,EMEA,Low
C00042881-9f2c5f,treatment,1,0,0,0,0,2,2025-10-08,Technology,Mid-Market,North America,Medium
C00042882-23c411,treatment,0,0,0,0,0,5,2025-09-27,Healthcare,SMB,LATAM,Medium
C00042883-65e78c,treatment,1,0,0,0,0,1,2025-10-07,Retail,Enterprise,LATAM,High
C00042884-9bec65,treatment,1,0,0,0,0,4,2025-10-03,Technology,SMB,North America,Low
C00042885-80bd15,treatment,0,0,0,0,0,3,2025-09-25,Healthcare,SMB,EMEA,Low
C00042886-305e2b,treatment,1,0,0,0,0,0,2025-10-13,Healthcare,SMB,North America,High
C00042887-229135,treatment,0,0,0,0,0,1,2025-09-16,Healthcare,SMB,North America,Medium
C00042888-39584b,treatment,1,0,0,0,0,0,2025-09-22,Finance,Mid-Market,North America,Low
C00042889-28bd8d,treatment,1,0,0,0,0,4,2025-10-10,Technology,Enterprise,LATAM,High
C00042890-35ec29,treatment,0,0,0,0,0,3,2025-09-18,Healthcare,Enterprise,EMEA,Low
C00042891-4bac9a,treatment,1,0,0,0,0,5,2025-09-20,Healthcare,SMB,North America,Low
C00042892-83f4d0,treatment,0,0,0,0,0,1,2025-09-30,Technology,SMB,North America,Medium
C00042893-1f1336,treatment,1,0,0,0,0,2,2025-09-24,Healthcare,Mid-Market,EMEA,Low
C00042894-33929c,treatment,1,0,0,0,0,0,2025-09-15,Healthcare,Enterprise,North America,High
C00042895-9aaf96,treatment,0,0,0,0,0,5,2025-10-04,Healthcare,SMB,North America,High
C00042896-754988,treatment,1,0,0,0,0,0,2025-09-22,Manufacturing,Mid-Market,North America,Medium
C00042897-dcef3c,treatment,1,0,0,0,0,0,2025-10-06,Healthcare,Mid-Market,APAC,Low
C00042898-257f05,treatment,0,0,0,0,0,6,2025-09-28,Technology,Enterprise,North America,Low
C00042899-50d438,treatment,1,0,0,0,0,5,2025-10-04,Finance,Enterprise,North America,Medium
C00042900-557024,treatment,0,0,0,0,0,5,2025-09-20,Finance,Mid-Market,North America,Medium
C00042901-7795a5,treatment,1,0,0,0,0,4,2025-10-03,Healthcare,Enterprise,North America,Medium
C00042902-f50238,treatment,0,0,0,0,0,1,2025-10-07,Healthcare,SMB,EMEA,Medium
C00042903-8ac60f,treatment,1,0,0,0,0,6,2025-09-28,Retail,Mid-Market,LATAM,Medium
C00042904-144c45,treatment,1,0,0,0,0,6,2025-09-21,Finance,SMB,EMEA,Medium
C00042905-d7638e,treatment,0,0,0,0,0,3,2025-10-09,Finance,SMB,APAC,Medium
C00042906-bcce16,treatment,0,0,0,0,0,2,2025-09-24,Retail,Enterprise,North America,High
C00042907-f9911e,treatment,1,0,0,0,0,6,2025-10-12,Finance,SMB,APAC,Low
C00042908-f8423d,treatment,0,0,0,0,0,2,2025-09-17,Technology,Mid-Market,EMEA,Medium
C00042909-42ff0c,treatment,0,0,0,0,0,2,2025-09-24,Technology,SMB,EMEA,Low
C00042910-fbab9d,treatment,0,0,0,0,0,4,2025-10-03,Healthcare,SMB,North America,Medium
C00042911-e7ddc6,treatment,0,0,0,0,0,6,2025-09-21,Finance,Mid-Market,APAC,Low
C00042912-f48ac8,treatment,1,0,0,0,0,4,2025-09-19,Retail,Enterprise,EMEA,Medium
C00042913-8be88d,treatment,0,0,0,0,0,2,2025-09-17,Technology,SMB,North America,Medium
C00042914-b97188,treatment,0,0,0,0,0,1,2025-09-16,Healthcare,SMB,APAC,Medium
C00042915-1194f6,treatment,0,0,0,0,0,2,2025-09-24,Healthcare,SMB,EMEA,Medium
C00042916-883c89,treatment,0,0,0,0,0,4,2025-09-19,Retail,SMB,North America,Medium
C00042917-7e50bd,treatment,0,0,0,0,0,1,2025-09-30,Manufacturing,Mid-Market,LATAM,Medium
C00042918-bba2ec,treatment,0,0,0,0,0,0,2025-10-06,Retail,Enterprise,LATAM,Medium
C00042919-a75941,treatment,1,0,0,0,0,6,2025-10-05,Finance,Enterprise,EMEA,High
C00042920-1dfb9f,treatment,0,0,0,0,0,4,2025-09-26,Technology,Mid-Market,North America,Medium
C00042921-f11c88,treatment,1,0,0,0,0,2,2025-09-17,Retail,SMB,APAC,Medium
C00042922-d79d32,treatment,0,0,0,0,0,4,2025-10-03,Technology,Mid-Market,North America,Low
C00042923-678e87,treatment,0,0,0,0,0,0,2025-09-15,Finance,SMB,North America,High
C00042924-8151ab,treatment,1,0,0,0,0,5,2025-10-04,Healthcare,SMB,North America,Medium
C00042925-58a066,treatment,1,0,0,0,0,6,2025-10-05,Technology,SMB,EMEA,Low
C00042926-b7b24d,treatment,0,0,0,0,0,1,2025-10-14,Finance,Mid-Market,APAC,Low
C00042927-2f7863,treatment,1,1,0,0,0,4,2025-10-03,Finance,Enterprise,North America,Medium
C00042928-a7dd02,treatment,0,0,0,0,0,0,2025-10-06,Technology,SMB,APAC,High
C00042929-3e0e7d,treatment,1,0,0,0,0,6,2025-09-21,Manufacturing,Enterprise,North America,Low
C00042930-467095,treatment,0,0,0,0,0,6,2025-10-05,Healthcare,Enterprise,North America,Medium
C00042931-97847b,treatment,0,0,0,0,0,5,2025-09-27,Finance,Enterprise,EMEA,Low
C00042932-a67682,treatment,0,0,0,0,0,6,2025-10-12,Healthcare,SMB,North America,Medium
C00042933-55c778,treatment,0,0,0,0,0,3,2025-09-18,Technology,Mid-Market,EMEA,Low
C00042934-3b19b2,treatment,0,0,0,0,0,1,2025-09-16,Retail,SMB,EMEA,Low
C00042935-659db7,treatment,1,0,0,0,0,1,2025-10-14,Retail,Mid-Market,APAC,Medium
C00042936-66b1fc,treatment,0,0,0,0,0,6,2025-10-05,Technology,SMB,North America,Medium
C00042937-6a32c7,treatment,0,0,0,0,0,0,2025-10-13,Healthcare,SMB,EMEA,Medium
C00042938-7e75d2,treatment,0,0,0,0,0,5,2025-10-11,Retail,Enterprise,North America,Medium
C00042939-3e2888,treatment,0,0,0,0,0,5,2025-10-04,Finance,SMB,LATAM,High
C00042940-6a9a55,treatment,0,0,0,0,0,2,2025-10-08,Retail,Mid-Market,EMEA,Medium
C00042941-3065b4,treatment,0,0,0,0,0,3,2025-10-09,Technology,SMB,North America,Medium
C00042942-684afa,treatment,1,0,0,0,0,0,2025-09-22,Healthcare,Mid-Market,North America,High
C00042943-a6c155,treatment,0,0,0,0,0,5,2025-10-11,Technology,Mid-Market,North America,Low
C00042944-d0e80b,treatment,0,0,0,0,0,6,2025-10-05,Finance,Mid-Market,North America,High
C00042945-427455,treatment,1,0,0,0,0,3,2025-10-02,Technology,SMB,EMEA,Medium
C00042946-4ccc0f,treatment,0,0,0,0,0,2,2025-10-01,Healthcare,SMB,APAC,High
C00042947-19795b,treatment,0,0,0,0,0,0,2025-10-13,Retail,Enterprise,North America,Low
C00042948-f1bd5f,treatment,1,0,0,0,0,6,2025-09-28,Technology,Enterprise,EMEA,Medium
C00042949-5d312f,treatment,0,0,0,0,0,2,2025-09-24,Retail,SMB,North America,Medium
C00042950-4dbfff,treatment,0,0,0,0,0,1,2025-09-16,Retail,SMB,North America,Medium
C00042951-e468c3,treatment,0,0,0,0,0,6,2025-09-21,Retail,Mid-Market,EMEA,High
C00042952-384931,treatment,1,0,0,0,0,1,2025-10-14,Finance,Mid-Market,EMEA,Low
C00042953-bfebe9,treatment,0,0,0,0,0,6,2025-09-28,Healthcare,SMB,North America,Low
C00042954-913257,treatment,1,0,0,0,0,1,2025-09-23,Manufacturing,SMB,APAC,Medium
C00042955-4c50a9,treatment,0,1,0,0,0,1,2025-10-07,Technology,SMB,EMEA,Low
C00042956-4f1d4d,treatment,0,0,0,0,0,0,2025-09-29,Finance,SMB,North America,Medium
C00042957-122409,treatment,1,0,0,0,0,1,2025-09-16,Finance,SMB,North America,Medium
C00042958-528861,treatment,0,0,0,0,0,5,2025-09-20,Technology,Mid-Market,North America,Medium
C00042959-de45d3,treatment,0,1,0,0,0,1,2025-10-14,Finance,Enterprise,North America,Low
C00042960-c8bc14,treatment,0,0,0,0,0,3,2025-09-25,Retail,SMB,North America,Medium
C00042961-3ae41c,treatment,1,0,0,0,0,1,2025-09-16,Retail,Mid-Market,North America,Medium
C00042962-c5cf44,treatment,0,0,0,0,0,0,2025-09-29,Technology,Mid-Market,North America,Low
C00042963-7a7f1b,treatment,0,0,0,0,0,2,2025-10-08,Healthcare,SMB,APAC,Low
C00042964-f42e83,treatment,0,0,0,0,0,6,2025-10-05,Healthcare,Mid-Market,APAC,Medium
C00042965-2bc83c,treatment,0,0,0,0,0,1,2025-09-30,Technology,Mid-Market,North America,Low
C00042966-999df5,treatment,0,1,0,0,0,1,2025-10-14,Finance,Mid-Market,North America,High
C00042967-74ecc3,treatment,0,0,0,0,0,6,2025-10-12,Healthcare,SMB,North America,Medium
C00042968-3b68e0,treatment,0,0,0,0,0,1,2025-10-14,Technology,Enterprise,North America,Medium
C00042969-aca3a9,treatment,0,0,0,0,0,3,2025-09-25,Finance,SMB,APAC,High
C00042970-715b1d,treatment,0,0,0,0,0,6,2025-10-05,Technology,Mid-Market,North America,High
C00042971-f0a157,treatment,1,0,0,0,0,5,2025-10-04,Technology,Mid-Market,North America,Low
C00042972-b901bc,treatment,0,0,0,0,0,5,2025-09-27,Finance,Mid-Market,EMEA,Medium
C00042973-a77b3e,treatment,0,0,0,0,0,1,2025-09-30,Finance,SMB,EMEA,Medium
C00042974-f2222c,treatment,0,0,0,0,0,1,2025-09-23,Finance,SMB,LATAM,Medium
C00042975-219aa5,treatment,0,0,0,0,0,6,2025-10-05,Healthcare,SMB,North America,Medium
C00042976-14b1ab,treatment,0,0,0,0,0,0,2025-09-22,Finance,Mid-Market,North America,High
C00042977-c27ec6,treatment,0,0,0,0,0,1,2025-09-30,Finance,Enterprise,LATAM,Medium
C00042978-d1484f,treatment,1,0,0,0,0,4,2025-09-19,Technology,Enterprise,EMEA,Low
C00042979-ba9157,treatment,0,0,0,0,0,2,2025-10-01,Finance,Mid-Market,LATAM,Medium
C00042980-58fc23,treatment,0,0,0,0,0,0,2025-10-06,Finance,Enterprise,North America,Medium
C00042981-628e5d,treatment,1,0,0,0,0,6,2025-09-28,Healthcare,Mid-Market,North America,Medium
C00042982-179457,treatment,0,0,0,0,0,6,2025-10-05,Retail,Mid-Market,North America,Medium
C00042983-b30d7f,treatment,0,0,0,0,0,6,2025-10-12,Healthcare,Mid-Market,EMEA,Medium
C00042984-fb4ed2,treatment,0,0,0,0,0,3,2025-10-09,Technology,SMB,EMEA,Medium
C00042985-a00458,treatment,0,0,0,0,0,4,2025-10-03,Finance,Mid-Market,North America,High
C00042986-a86df1,treatment,0,0,0,0,0,3,2025-10-02,Technology,Enterprise,North America,Low
C00042987-3d8f91,treatment,1,0,0,0,0,1,2025-09-30,Technology,Mid-Market,EMEA,Medium
C00042988-7a3af1,treatment,0,0,0,0,0,3,2025-10-02,Technology,Mid-Market,APAC,Medium
C00042989-60b668,treatment,0,0,0,0,0,1,2025-10-07,Retail,Enterprise,APAC,Low
C00042990-28d33e,treatment,0,0,0,0,0,5,2025-10-04,Technology,Enterprise,North America,Medium
C00042991-cb82ab,treatment,0,0,0,0,0,1,2025-09-16,Technology,Mid-Market,North America,Medium
C00042992-879966,treatment,1,0,0,0,0,2,2025-10-08,Finance,Enterprise,LATAM,Medium
C00042993-817e2e,treatment,0,0,0,0,0,3,2025-10-09,Finance,Mid-Market,North America,High
C00042994-a16e0c,treatment,0,0,0,0,0,5,2025-10-04,Retail,SMB,LATAM,Medium
C00042995-2449d6,treatment,0,0,0,0,0,6,2025-10-05,Finance,SMB,North America,High
C00042996-daeaba,treatment,1,0,0,0,0,6,2025-10-12,Technology,Mid-Market,North America,Medium
C00042997-9775b0,treatment,1,0,0,0,0,3,2025-09-25,Retail,SMB,APAC,Medium
C00042998-58fe11,treatment,0,0,0,0,0,0,2025-09-29,Healthcare,SMB,North America,Medium
C00042999-667e60,treatment,0,0,0,0,0,0,2025-09-29,Technology,Mid-Market,EMEA,Low
C00043000-906420,treatment,0,0,0,0,0,3,2025-10-09,Technology,Mid-Market,North America,High
C00043001-aff608,treatment,0,0,0,0,0,6,2025-09-28,Retail,Enterprise,EMEA,Medium
C00043002-772395,treatment,0,0,0,0,0,1,2025-09-30,Manufacturing,SMB,North America,Medium
C00043003-f95c39,treatment,0,0,0,0,0,5,2025-09-27,Finance,Mid-Market,EMEA,Low
C00043004-571663,treatment,0,0,0,0,0,4,2025-09-19,Finance,Mid-Market,EMEA,High
C00043005-cc486e,treatment,1,0,0,0,0,5,2025-10-04,Technology,SMB,LATAM,Medium
C00043006-fd9b22,treatment,0,0,0,0,0,3,2025-09-25,Finance,Enterprise,EMEA,Low
C00043007-6fdc88,treatment,0,0,0,0,0,5,2025-10-11,Finance,SMB,North America,Medium
C00043008-896da7,treatment,1,0,0,0,0,3,2025-09-18,Healthcare,SMB,North America,Medium
C00043009-80f6bb,treatment,0,0,0,0,0,5,2025-09-20,Technology,Mid-Market,EMEA,High
C00043010-c49be9,treatment,1,0,0,0,0,0,2025-09-15,Healthcare,Enterprise,EMEA,Medium
C00043011-746ca9,treatment,0,0,0,0,0,4,2025-10-10,Manufacturing,Mid-Market,EMEA,Low
C00043012-9059f0,treatment,0,0,0,1,0,2,2025-09-17,Finance,SMB,North America,Medium
C00043013-b48c36,treatment,0,0,0,0,0,6,2025-09-21,Retail,Enterprise,APAC,High
C00043014-18eef9,treatment,1,0,0,0,0,2,2025-10-01,Finance,Mid-Market,EMEA,Medium
C00043015-e2481b,treatment,0,0,0,0,0,4,2025-09-19,Technology,Mid-Market,North America,Low
C00043016-abff28,treatment,0,0,0,0,0,4,2025-10-03,Retail,Mid-Market,APAC,Medium
C00043017-cb6eac,treatment,0,0,0,0,0,6,2025-10-12,Retail,Mid-Market,North America,Medium
C00043018-473462,treatment,0,0,0,0,0,1,2025-09-16,Technology,SMB,North America,Low
C00043019-6f9896,treatment,0,0,0,0,0,3,2025-09-25,Finance,Mid-Market,North America,Medium
C00043020-ee3498,treatment,0,0,0,0,0,6,2025-10-05,Retail,SMB,North America,Low
C00043021-f47816,treatment,0,0,0,0,0,3,2025-09-18,Technology,SMB,APAC,Medium
C00043022-458f29,treatment,1,0,0,0,0,0,2025-10-06,Finance,Mid-Market,APAC,Low
C00043023-e5b1bf,treatment,0,0,0,0,0,0,2025-09-15,Technology,SMB,North America,Medium
C00043024-fba8ef,treatment,0,0,0,0,0,0,2025-09-15,Technology,SMB,North America,Low
C00043025-362035,treatment,0,0,0,0,0,2,2025-09-24,Retail,SMB,APAC,Medium
C00043026-48f074,treatment,0,0,0,0,0,5,2025-09-20,Technology,Mid-Market,APAC,Medium
